,rooms,cbd_distance,postcode,bedroom,bathroom,car,latitude,longitude,property_count,price,dist_to_coast,suburb_freq,seller_g_freq,council_area_freq,type_t,type_u,method_s_p,method_v_b,region_name_eastern_victoria,region_name_northern_metropolitan,region_name_northern_victoria,region_name_south_eastern_metropolitan,region_name_southern_metropolitan,region_name_western_metropolitan,region_name_western_victoria,parking_area_indoor,parking_area_outdoor_stall
5062,3,3.5,3054.0,3.0,1.0,0.0,-37.78251,144.96817,1008.0,1900000.0,143.89770280398136,13,2201,710,False,False,False,False,False,True,False,False,False,False,False,False,False
5064,4,12.0,3073.0,4.0,2.0,2.0,-37.72787,144.99423,21650.0,1100000.0,163.09781896623034,500,1856,1783,False,False,False,False,False,True,False,False,False,False,False,False,False
5066,5,12.0,3073.0,5.0,2.0,2.0,-37.7296,145.00714,21650.0,1266000.0,163.6906124264234,500,2201,1783,False,False,False,False,False,True,False,False,False,False,False,False,False
5067,3,12.0,3073.0,3.0,2.0,1.0,-37.72499,145.00038,21650.0,1040000.0,164.54287400520855,500,2201,1783,False,False,False,False,False,True,False,False,False,False,False,True,False
5072,2,12.0,3073.0,2.0,1.0,2.0,-37.71086,145.01629,21650.0,888000.0,170.39733619515704,500,1171,1783,False,False,False,False,False,True,False,False,False,False,False,False,False
5073,2,12.0,3073.0,2.0,1.0,1.0,-37.7106,145.00177,21650.0,521000.0,169.2023867702043,500,265,1783,True,False,False,False,False,True,False,False,False,False,False,False,False
5075,3,12.0,3073.0,3.0,1.0,1.0,-37.72589,144.99681,21650.0,857700.0,163.94620691593624,500,1606,1783,False,False,True,False,False,True,False,False,False,False,False,False,False
5076,3,12.0,3073.0,3.0,2.0,2.0,-37.71064,145.01067,21650.0,642500.0,169.97259832491625,500,1856,1783,True,False,False,False,False,True,False,False,False,False,False,False,False
5078,3,2.4,3121.0,3.0,1.0,1.0,-37.8239,145.0022,14949.0,1676000.0,134.3872072533819,334,501,710,False,False,False,False,False,True,False,False,False,False,False,True,False
5079,4,2.4,3121.0,4.0,1.0,0.0,-37.82503,144.99967,14949.0,1400000.0,133.82743590633874,334,501,710,False,False,False,False,False,True,False,False,False,False,False,False,False
5080,3,2.4,3121.0,3.0,1.0,1.0,-37.82434,145.00489,14949.0,1301000.0,134.4920032798799,334,1947,710,False,False,False,False,False,True,False,False,False,False,False,False,False
5081,2,2.4,3121.0,2.0,1.0,1.0,-37.82046,144.99398,14949.0,575000.0,134.69406385352195,334,501,710,False,True,False,False,False,True,False,False,False,False,False,False,False
5083,3,19.9,3134.0,3.0,1.0,2.0,-37.80905,145.23534,7785.0,766000.0,159.3223705365967,45,19,286,False,True,True,False,False,False,False,False,False,False,False,True,False
5084,4,21.3,3135.0,4.0,1.0,2.0,-37.81656,145.24247,4407.0,910000.0,157.68954391660364,30,472,286,False,False,False,False,False,False,False,False,False,False,False,False,False
5085,4,21.3,3135.0,4.0,1.0,1.0,-37.81186,145.25419,4407.0,1200000.0,160.13190078394524,30,3,286,False,False,False,False,False,False,False,False,False,False,False,False,False
5091,2,8.9,3084.0,2.0,1.0,1.0,-37.74427,145.06293,3540.0,675000.0,164.01390725643716,86,280,1105,False,True,False,False,False,False,False,False,False,False,False,False,False
5093,3,23.5,3178.0,3.0,1.0,1.0,-37.91655,145.26933,11667.0,622000.0,130.79941099632433,25,1171,238,False,False,False,False,False,False,False,True,False,False,False,False,False
5094,3,20.6,3064.0,3.0,2.0,2.0,-37.63382,144.92774,5833.0,425000.0,187.43861080803265,59,1171,854,False,False,False,False,False,True,False,False,False,False,False,False,False
5095,4,15.2,3191.0,4.0,2.0,2.0,-37.95326,145.01779,4497.0,2300000.0,98.39484529045312,53,235,979,True,False,False,False,False,False,False,False,True,False,False,True,False
5096,3,15.2,3191.0,3.0,2.0,0.0,-37.94785,145.01467,4497.0,1710000.0,99.63193454417049,53,1018,979,False,False,True,False,False,False,False,False,True,False,False,False,False
5098,4,15.2,3191.0,4.0,2.0,2.0,-37.95372,145.00608,4497.0,2221000.0,97.23991385804858,53,370,979,True,False,False,False,False,False,False,False,True,False,False,False,True
5104,3,5.1,3011.0,3.0,1.0,0.0,-37.80779,144.88887,2417.0,1180000.0,129.26536595914197,83,501,988,False,False,True,False,False,False,False,False,False,True,False,False,False
5105,3,6.2,3015.0,3.0,2.0,2.0,-37.83137,144.86731,984.0,790000.0,120.31314979414998,27,370,634,False,False,False,False,False,False,False,False,False,True,False,False,False
5106,2,1.9,3205.0,2.0,2.0,2.0,-37.83715,144.96717,5943.0,805000.0,127.36534893367669,122,65,762,False,True,False,False,False,False,False,False,True,False,False,False,False
5107,2,1.9,3205.0,2.0,1.0,1.0,-37.83406,144.97131,5943.0,530000.0,128.64652617720407,122,355,762,False,True,False,True,False,False,False,False,True,False,False,False,False
5108,4,20.5,3752.0,4.0,3.0,2.0,-37.63485,145.07272,7969.0,915000.0,199.86620190891347,69,265,585,False,False,False,False,False,True,False,False,False,False,False,False,False
5110,3,20.5,3752.0,3.0,2.0,4.0,-37.64215,145.08584,7969.0,644000.0,198.62871968054827,69,265,585,False,False,False,False,False,True,False,False,False,False,False,False,False
5113,2,2.7,3141.0,2.0,2.0,1.0,-37.84712,144.99967,14887.0,800000.0,127.26832035806844,250,25,1099,False,True,True,False,False,False,False,False,True,False,False,False,False
5114,2,2.7,3141.0,2.0,2.0,1.0,-37.83554,144.97956,14887.0,2210000.0,128.9313153588849,250,21,1099,False,False,False,False,False,False,False,False,True,False,False,True,False
5115,3,2.7,3141.0,3.0,1.0,1.0,-37.84497,144.99781,14887.0,1400000.0,127.74007268423206,250,150,1099,False,False,True,False,False,False,False,False,True,False,False,False,False
5117,3,2.7,3141.0,3.0,1.0,1.0,-37.83849,144.99948,14887.0,805000.0,129.80511036183043,250,1606,1099,False,True,False,False,False,False,False,False,True,False,False,False,True
5118,3,2.7,3141.0,3.0,2.0,1.0,-37.8369,144.98514,14887.0,2400000.0,129.01756324249288,250,1947,1099,False,True,False,True,False,False,False,False,True,False,False,False,False
5119,2,2.7,3141.0,0.0,1.0,1.0,-37.84468,145.00368,14887.0,535000.0,128.341205019296,250,235,1099,False,True,True,False,False,False,False,False,True,False,False,False,False
5133,2,5.0,3182.0,2.0,1.0,1.0,-37.86506,144.97777,13240.0,586500.0,120.07469240070608,225,1018,762,False,True,False,False,False,False,False,False,True,False,False,False,False
5134,1,5.0,3182.0,1.0,1.0,1.0,-37.85705,144.98699,13240.0,451000.0,123.23129157430394,225,968,762,False,True,False,False,False,False,False,False,True,False,False,True,False
5138,2,8.2,3041.0,2.0,2.0,1.0,-37.73519,144.92374,3284.0,790000.0,154.60700321675657,101,39,1233,False,False,False,False,False,False,False,False,False,True,False,False,False
5142,3,10.5,3020.0,3.0,2.0,3.0,-37.79067,144.83804,3755.0,775000.0,129.97798334805984,152,329,1080,False,False,False,False,False,False,False,False,False,True,False,False,False
5143,3,10.5,3020.0,3.0,1.0,0.0,-37.7756,144.84235,4217.0,690500.0,134.95241700552256,90,310,1080,False,False,False,False,False,False,False,False,False,True,False,False,False
5144,3,10.5,3020.0,3.0,2.0,2.0,-37.79414,144.81855,6763.0,520000.0,127.21229430020473,131,310,1080,False,False,True,False,False,False,False,False,False,True,False,False,False
5149,2,10.2,3127.0,2.0,1.0,2.0,-37.83275,145.1055,5457.0,740000.0,140.82046899639334,162,199,1906,False,True,False,True,False,False,False,False,True,False,False,False,False
5150,3,18.0,3037.0,3.0,2.0,2.0,-37.71594,144.7415,4242.0,680000.0,144.62227282978523,27,1856,200,False,False,False,False,False,False,False,False,False,True,False,True,False
5152,3,15.5,3038.0,3.0,2.0,2.0,-37.6943,144.78187,5336.0,790500.0,155.03351365673828,47,1856,1080,False,False,False,False,False,False,False,False,False,True,False,False,False
5153,3,15.5,3038.0,3.0,2.0,2.0,-37.69408,144.77861,5336.0,695000.0,154.81680831960648,47,1856,1080,False,False,True,False,False,False,False,False,False,True,False,False,False
5154,5,15.5,3038.0,5.0,2.0,2.0,-37.69403,144.79418,5336.0,805000.0,156.20264414707526,47,1856,1080,False,False,False,False,False,False,False,False,False,True,False,True,False
5156,3,15.5,3106.0,3.0,2.0,2.0,-37.75289,145.12826,6202.0,1350000.0,167.07998529741573,55,1947,623,False,False,False,False,False,False,False,False,False,False,False,False,False
5159,4,12.4,3107.0,4.0,3.0,2.0,-37.76577,145.10729,5420.0,1010000.0,161.25694101158962,127,1947,623,True,False,False,False,False,False,False,False,False,False,False,False,False
5160,3,15.3,3074.0,3.0,1.0,2.0,-37.68484,145.0072,7955.0,580000.0,177.88304572099054,64,265,585,False,False,False,False,False,True,False,False,False,False,False,False,False
5161,4,15.3,3074.0,4.0,1.0,4.0,-37.68136,144.99479,7955.0,653000.0,177.90710365943252,64,265,585,False,False,False,False,False,True,False,False,False,False,False,False,False
5162,3,15.3,3074.0,3.0,2.0,2.0,-37.68403,144.99246,7955.0,740000.0,176.8456291938699,64,265,585,False,False,False,False,False,True,False,False,False,False,False,True,False
5163,2,7.0,3071.0,2.0,1.0,1.0,-37.75257,145.00279,8870.0,493000.0,156.14870086723616,203,430,1783,False,True,False,False,False,True,False,False,False,False,False,False,False
5164,3,7.0,3071.0,3.0,1.0,1.0,-37.75915,145.01043,8870.0,1240000.0,154.78454609491848,203,325,1783,False,False,False,False,False,True,False,False,False,False,False,False,False
5165,2,7.0,3071.0,2.0,1.0,0.0,-37.75789,145.00136,8870.0,1010000.0,154.37654173046104,203,177,1783,False,False,False,False,False,True,False,False,False,False,False,False,True
5166,4,7.0,3071.0,4.0,1.0,2.0,-37.75231,144.99023,8870.0,1626000.0,155.12507963550263,203,1947,1783,False,False,False,False,False,True,False,False,False,False,False,False,False
5169,1,4.1,3142.0,1.0,1.0,1.0,-37.83732,145.01164,7217.0,550000.0,131.22000112506396,119,154,666,False,True,False,False,False,False,False,False,True,False,False,False,False
5171,3,4.1,3142.0,3.0,2.0,2.0,-37.84212,145.01346,7217.0,2000000.0,129.95720848650114,119,21,666,False,True,False,True,False,False,False,False,True,False,False,False,False
5173,2,4.1,3142.0,2.0,1.0,1.0,-37.83872,145.01452,7217.0,751000.0,131.05760562009888,119,1947,666,False,True,True,False,False,False,False,False,True,False,False,False,False
5174,2,4.1,3142.0,2.0,1.0,1.0,-37.84301,145.02641,7217.0,682000.0,130.83092884250252,119,1606,666,False,True,False,False,False,False,False,False,True,False,False,False,False
5176,2,12.9,3043.0,2.0,1.0,1.0,-37.68837,144.87122,3296.0,355000.0,164.78807651715147,38,1856,1080,True,False,False,False,False,False,False,False,False,True,False,True,False
5177,4,17.2,3133.0,4.0,2.0,2.0,-37.83944,145.18641,4181.0,1270000.0,145.93800252210397,29,3,286,False,False,False,False,False,False,False,False,False,False,False,False,False
5178,4,17.2,3133.0,4.0,2.0,2.0,-37.83368,145.20409,4181.0,975000.0,149.20174846241932,29,265,286,True,False,False,False,False,False,False,False,False,False,False,False,False
5180,3,17.2,3133.0,3.0,2.0,1.0,-37.85732,145.19195,4280.0,750000.0,141.14547718276668,31,314,356,False,True,True,False,False,False,False,False,False,False,False,False,False
5182,2,14.7,3152.0,2.0,1.0,0.0,-37.839,145.22143,5424.0,1280000.0,149.14368294003233,33,265,238,False,False,True,False,False,False,False,False,False,False,False,False,False
5184,3,21.1,3113.0,3.0,1.0,0.0,-37.74135,145.22405,2003.0,1200000.0,179.09010492719324,10,472,623,False,False,False,False,False,False,False,False,False,False,False,False,True
5186,3,14.5,3087.0,3.0,2.0,1.0,-37.7004,145.09033,1442.0,655000.0,180.22907318891475,22,1856,1105,False,False,True,False,False,True,False,False,False,False,False,False,False
5189,3,14.7,3030.0,3.0,2.0,1.0,-37.89568,144.65733,16166.0,531000.0,83.0764586911014,124,10,404,False,False,True,False,False,False,False,False,False,True,False,False,False
5190,3,14.7,3030.0,3.0,2.0,4.0,-37.90811,144.64373,16166.0,490000.0,78.32424603403354,124,1171,404,False,False,True,False,False,False,False,False,False,True,False,False,False
5191,3,14.7,3030.0,3.0,1.0,0.0,-37.89363,144.65693,16166.0,472000.0,83.63062922184368,124,10,404,False,False,True,False,False,False,False,False,False,True,False,False,False
5192,3,14.7,3030.0,3.0,2.0,1.0,-37.89347,144.66679,16166.0,467000.0,84.5418512092125,124,1606,404,False,False,False,False,False,False,False,False,False,True,False,False,False
5194,5,14.7,3030.0,5.0,2.0,2.0,-37.89407,144.67724,16166.0,750000.0,85.28626005750652,124,325,404,False,False,True,False,False,False,False,False,False,True,False,False,False
5197,3,6.4,3012.0,3.0,2.0,1.0,-37.79369,144.87511,5058.0,1155000.0,132.3184596628726,145,152,988,False,False,False,False,False,False,False,False,False,True,False,False,False
5198,2,6.4,3012.0,2.0,1.0,1.0,-37.80029,144.87859,5058.0,480000.0,130.62543168673957,145,329,988,False,True,True,False,False,False,False,False,False,True,False,False,False
5199,3,6.4,3012.0,3.0,2.0,3.0,-37.79194,144.87144,5058.0,1100000.0,132.52709681834182,145,501,988,False,False,False,False,False,False,False,False,False,True,False,False,False
5201,3,16.5,3049.0,3.0,1.0,2.0,-37.67949,144.88349,2474.0,540000.0,168.7132554402871,34,1856,854,False,False,True,False,False,True,False,False,False,False,False,True,False
5202,4,16.7,3150.0,4.0,2.0,3.0,-37.92024,145.18049,7392.0,1171000.0,121.95696533968209,59,265,755,False,False,False,False,False,False,False,True,False,False,False,False,False
5203,3,16.7,3150.0,3.0,2.0,1.0,-37.90618,145.16995,7392.0,1408000.0,125.04214563351101,59,265,755,False,False,False,False,False,False,False,True,False,False,False,False,False
5204,3,6.8,3016.0,3.0,1.0,0.0,-37.8649,144.89524,6380.0,1494000.0,112.8768515210433,153,236,634,False,False,False,False,False,False,False,False,False,True,False,False,True
5205,5,6.8,3016.0,5.0,2.0,2.0,-37.86253,144.88748,6380.0,2760000.0,112.88891508129993,153,310,634,False,False,False,False,False,False,False,False,False,True,False,False,False
5206,3,6.8,3016.0,3.0,2.0,3.0,-37.86148,144.88303,6380.0,1285000.0,112.80568226237042,153,310,634,False,False,False,False,False,False,False,False,False,True,False,False,False
5207,4,6.8,3016.0,4.0,2.0,1.0,-37.86409,144.88224,6380.0,1900000.0,111.97251770173568,153,1606,634,False,False,False,False,False,False,False,False,False,True,False,False,False
5208,3,6.8,3016.0,3.0,1.0,0.0,-37.8561,144.90028,6380.0,950000.0,115.89788507871664,153,154,634,False,False,False,False,False,False,False,False,False,True,False,True,False
5214,5,12.7,3085.0,5.0,3.0,2.0,-37.71992,145.0988,1369.0,1670000.0,174.7939987025043,30,1856,1105,False,False,False,False,False,True,False,False,False,False,False,False,False
5215,2,6.3,3013.0,2.0,1.0,0.0,-37.81956,144.89054,6543.0,950000.0,125.87786295089415,216,329,988,False,False,False,False,False,False,False,False,False,True,False,False,False
5216,3,6.3,3013.0,3.0,1.0,0.0,-37.81493,144.88974,6543.0,1225000.0,127.19528858259514,216,236,988,False,False,False,False,False,False,False,False,False,True,False,False,False
5218,4,7.5,3040.0,4.0,3.0,3.0,-37.75788,144.90487,1543.0,1436000.0,145.89742388501995,58,479,1233,False,False,False,False,False,False,False,False,False,True,False,False,False
5219,2,10.4,3042.0,2.0,1.0,1.0,-37.72875,144.87927,3464.0,421000.0,152.71199924721455,102,33,1233,False,True,False,False,False,False,False,False,False,True,False,False,False
5221,2,3.0,3206.0,2.0,1.0,1.0,-37.84207,144.95533,3280.0,1910000.0,124.8677000987724,85,355,762,False,False,False,False,False,False,False,False,True,False,False,True,False
5222,5,10.5,3020.0,5.0,2.0,3.0,-37.78345,144.82295,2185.0,905000.0,130.84926003398053,53,1606,1080,False,False,False,False,False,False,False,False,False,True,False,False,False
5223,4,5.7,3078.0,4.0,3.0,2.0,-37.77928,145.02993,2211.0,1680000.0,150.31193085608908,45,177,1783,False,False,False,False,False,True,False,False,False,False,False,False,False
5224,3,11.0,3018.0,3.0,2.0,3.0,-37.8614,144.81931,5301.0,913000.0,107.2353764533519,92,355,634,False,False,False,False,False,False,False,False,False,True,False,False,True
5225,3,11.0,3018.0,3.0,1.0,2.0,-37.86525,144.81988,5301.0,870000.0,106.15932187444812,92,1606,634,False,False,False,True,False,False,False,False,False,True,False,False,False
5226,3,15.5,3028.0,3.0,1.0,2.0,-37.87063,144.77632,7630.0,590000.0,100.76606519938579,24,1606,634,False,False,False,False,False,False,False,False,False,True,False,False,False
5227,3,9.4,3025.0,3.0,1.0,3.0,-37.83511,144.84905,5132.0,1070000.0,117.59804143384461,79,236,634,False,False,False,False,False,False,False,False,False,True,False,False,False
5229,2,6.3,3143.0,2.0,1.0,0.0,-37.85816,145.02001,4836.0,450000.0,125.80423187832116,113,1947,666,False,True,False,True,False,False,False,False,True,False,False,True,False
5230,2,6.3,3143.0,2.0,1.0,1.0,-37.8528,145.02684,4836.0,820000.0,127.9794119469469,113,1947,666,False,True,False,False,False,False,False,False,True,False,False,False,False
5231,2,6.3,3143.0,2.0,2.0,1.0,-37.8517,145.0197,4836.0,1330000.0,127.67643805055816,113,968,666,False,False,False,False,False,False,False,False,True,False,False,False,False
5232,3,6.3,3143.0,3.0,1.0,2.0,-37.86219,145.02086,4836.0,1160000.0,124.69718927992272,113,968,666,True,False,False,False,False,False,False,False,True,False,False,False,True
5235,3,4.3,3032.0,3.0,1.0,1.0,-37.77557,144.9142,6567.0,1130000.0,141.27629463714698,176,1947,1233,False,False,False,False,False,False,False,False,False,True,False,False,False
5236,3,4.3,3032.0,3.0,1.0,0.0,-37.77215,144.91144,6567.0,985000.0,142.0818885985707,176,479,1233,False,False,False,False,False,False,False,False,False,True,False,False,False
5239,3,9.5,3034.0,3.0,2.0,1.0,-37.75923,144.85691,4502.0,695000.0,141.26448527028063,113,62,1233,False,True,False,False,False,False,False,False,False,True,False,False,False
5240,4,9.5,3034.0,4.0,1.0,2.0,-37.75485,144.86806,4502.0,905000.0,143.59825395139922,113,2201,1233,False,False,False,False,False,False,False,False,False,True,False,False,False
5241,2,6.4,3183.0,2.0,1.0,1.0,-37.87078,144.99898,2952.0,600000.0,120.26634524411932,38,1018,762,False,True,False,True,False,False,False,False,True,False,False,False,False
5242,2,7.9,3103.0,2.0,1.0,1.0,-37.81524,145.0843,5682.0,870000.0,144.19244108931247,158,1947,1906,False,False,False,False,False,False,False,False,True,False,False,False,False
5244,3,9.7,3104.0,3.0,2.0,3.0,-37.80273,145.08392,7809.0,1785000.0,147.9274264851674,231,1947,1906,False,False,False,False,False,False,False,False,True,False,False,False,False
5245,3,9.7,3104.0,3.0,2.0,5.0,-37.79065,145.0908,7809.0,1485000.0,152.19385353359345,231,1606,1906,True,False,False,False,False,False,False,False,True,False,False,False,False
5248,4,9.7,3104.0,4.0,2.0,2.0,-37.7883,145.07805,7809.0,2650000.0,151.7885165314579,231,968,1906,False,False,False,True,False,False,False,False,True,False,False,True,False
5249,3,9.7,3104.0,3.0,2.0,2.0,-37.79423,145.10535,7809.0,1005000.0,152.38465912628664,231,1947,1906,True,False,False,False,False,False,False,False,True,False,False,False,False
5251,5,9.7,3104.0,5.0,3.0,3.0,-37.79066,145.09004,7809.0,1951000.0,152.12403260235953,231,968,1906,False,False,False,False,False,False,False,False,True,False,False,False,True
5252,5,9.7,3104.0,5.0,3.0,2.0,-37.80235,145.09311,7809.0,1950000.0,148.8496593280434,231,236,1906,False,False,False,False,False,False,False,False,True,False,False,False,False
5253,5,9.7,3104.0,5.0,2.0,2.0,-37.80139,145.10263,7809.0,1800000.0,149.97629735290036,231,314,1906,False,False,False,False,False,False,False,False,True,False,False,False,False
5254,3,23.2,3153.0,3.0,1.0,2.0,-37.85063,145.25802,5030.0,824000.0,148.91565219243952,27,19,238,False,False,False,False,False,False,False,False,False,False,False,False,False
5256,4,17.3,3193.0,4.0,2.0,2.0,-37.97647,145.04628,5366.0,1630000.0,94.4622010636968,60,1018,979,False,False,False,False,False,False,False,False,True,False,False,False,False
5257,3,17.3,3193.0,3.0,2.0,2.0,-37.98934,145.03327,5366.0,1405000.0,89.7921381538783,60,1171,979,False,False,False,False,False,False,False,False,True,False,False,False,False
5258,4,11.4,3204.0,4.0,3.0,4.0,-37.92205,145.03512,6795.0,2310000.0,108.6920403611161,207,1947,1209,False,False,False,False,False,False,False,False,True,False,False,False,False
5262,5,11.4,3204.0,5.0,3.0,2.0,-37.9135,145.02923,6795.0,1660000.0,110.60628174603428,207,1947,1209,False,False,False,False,False,False,False,False,True,False,False,False,False
5263,2,11.4,3204.0,0.0,1.0,0.0,-37.9131,145.02931,6795.0,770000.0,110.72730165014862,207,370,1209,False,True,False,True,False,False,False,False,True,False,False,False,False
5264,4,13.8,3165.0,4.0,3.0,2.0,-37.93194,145.06062,10969.0,1330000.0,108.1306150384389,353,1171,1209,True,False,False,False,False,False,False,False,True,False,False,False,False
5265,3,13.8,3165.0,3.0,1.0,2.0,-37.93194,145.05919,10969.0,1290000.0,108.00520097857861,353,430,1209,False,False,False,True,False,False,False,False,True,False,False,False,False
5266,4,13.8,3165.0,4.0,1.0,2.0,-37.93206,145.07929,10969.0,1216000.0,109.73415254820279,353,1947,1209,False,False,False,False,False,False,False,False,True,False,False,False,False
5269,2,13.8,3165.0,2.0,1.0,5.0,-37.91567,145.05357,10969.0,1575000.0,112.12339220095038,353,1947,1209,False,False,False,False,False,False,False,False,True,False,False,False,False
5273,3,13.8,3165.0,3.0,1.0,2.0,-37.93067,145.06696,10969.0,1140000.0,109.0451250748964,353,1018,1209,False,False,False,False,False,False,False,False,True,False,False,False,False
5274,3,13.8,3165.0,3.0,2.0,2.0,-37.91506,145.07121,10969.0,1470000.0,113.84448571062225,353,1018,1209,False,False,True,False,False,False,False,False,True,False,False,False,False
5279,4,17.3,3193.0,4.0,3.0,2.0,-37.97359,145.01884,2866.0,1950000.0,92.85042106559698,22,1606,979,False,False,False,False,False,False,False,False,True,False,False,True,False
5281,5,13.4,3130.0,5.0,2.0,4.0,-37.82893,145.15723,5713.0,1350000.0,146.50141131990034,47,1171,356,False,False,True,False,False,False,False,False,False,False,False,False,False
5283,3,13.4,3130.0,3.0,2.0,1.0,-37.80347,145.1427,2867.0,1160000.0,152.86786591573104,30,472,356,False,False,False,False,False,False,False,False,False,False,False,False,False
5285,4,13.4,3130.0,4.0,1.0,3.0,-37.80815,145.15441,2867.0,1375000.0,152.48418619496232,30,1947,356,False,False,False,False,False,False,False,False,False,False,False,False,False
5286,3,13.4,3130.0,3.0,2.0,4.0,-37.80752,145.14878,2867.0,1320000.0,152.1795375066107,30,314,356,False,False,True,False,False,False,False,False,False,False,False,False,False
5287,4,27.0,3196.0,4.0,2.0,1.0,-38.06053,145.12938,2887.0,840000.0,79.14287127459764,10,1018,530,False,False,False,True,False,False,False,True,False,False,False,False,False
5288,3,10.9,3128.0,3.0,1.0,3.0,-37.8164,145.12964,4605.0,2831000.0,147.82683254564586,72,26,356,False,False,False,False,False,False,False,False,False,False,False,True,False
5289,2,10.9,3128.0,2.0,1.0,2.0,-37.82756,145.11897,4605.0,1820000.0,143.549934134251,72,1018,356,False,False,True,False,False,False,False,False,False,False,False,False,False
5290,2,16.1,3088.0,2.0,1.0,1.0,-37.70924,145.11412,1390.0,610000.0,179.51564294845568,17,79,1105,False,True,False,False,False,False,False,False,False,False,False,False,False
5293,2,10.5,3186.0,2.0,1.0,1.0,-37.90233,144.99375,10579.0,617000.0,110.68616775645974,247,1018,979,False,True,False,False,False,False,False,False,True,False,False,False,False
5294,4,10.5,3186.0,4.0,3.0,2.0,-37.91897,145.00329,10579.0,1700000.0,106.77439225731837,247,968,979,True,False,False,True,False,False,False,False,True,False,False,False,False
5296,4,10.3,3187.0,4.0,2.0,2.0,-37.90953,145.0155,6938.0,2515000.0,110.53433086128005,201,968,979,False,False,False,False,False,False,False,False,True,False,False,True,False
5297,2,10.3,3187.0,2.0,1.0,1.0,-37.92416,145.00658,6938.0,817500.0,105.5905783948268,201,1018,979,False,True,False,False,False,False,False,False,True,False,False,False,False
5298,3,10.3,3187.0,3.0,2.0,3.0,-37.91166,145.02265,6938.0,1590000.0,110.55365691827265,201,968,979,False,False,False,False,False,False,False,False,True,False,False,False,False
5299,3,10.3,3187.0,3.0,1.0,1.0,-37.92066,145.01629,6938.0,1775000.0,107.43479136306382,201,235,979,False,False,False,False,False,False,False,False,True,False,False,False,True
5301,2,10.3,3187.0,2.0,1.0,1.0,-37.90778,145.01582,6938.0,780000.0,111.06239175964012,201,1018,979,False,False,False,True,False,False,False,False,True,False,False,False,False
5302,3,14.0,3047.0,3.0,1.0,1.0,-37.69404,144.91764,4294.0,673000.0,167.06182368324278,60,275,854,False,False,False,False,False,True,False,False,False,False,False,False,False
5303,3,5.2,3056.0,3.0,1.0,0.0,-37.77203,144.9539,11918.0,1400000.0,145.8505560871837,310,2201,1346,False,False,False,True,False,True,False,False,False,False,False,False,False
5304,3,5.2,3056.0,3.0,2.0,1.0,-37.77394,144.96317,11918.0,1200000.0,146.0795528628548,310,2201,1346,False,False,False,False,False,True,False,False,False,False,False,True,False
5305,2,5.2,3056.0,2.0,1.0,1.0,-37.77421,144.9505,11918.0,515000.0,144.8832490741596,310,430,1346,False,True,False,False,False,True,False,False,False,False,False,False,False
5307,2,5.2,3056.0,2.0,1.0,0.0,-37.76806,144.9598,11918.0,800000.0,147.5884185973393,310,1606,1346,False,False,False,True,False,True,False,False,False,False,False,False,False
5309,2,4.0,3057.0,2.0,1.0,0.0,-37.77221,144.97537,5533.0,1023000.0,147.68234691961356,117,10,1346,False,False,False,False,False,True,False,False,False,False,False,False,False
5310,2,4.0,3057.0,2.0,2.0,1.0,-37.77621,144.97706,5533.0,755000.0,146.6048707932984,117,430,1346,True,False,False,False,False,True,False,False,False,False,False,True,False
5314,3,10.8,3105.0,3.0,2.0,2.0,-37.78045,145.10038,4480.0,820000.0,156.14547092464727,95,11,623,False,True,False,False,False,False,False,False,False,False,False,False,False
5315,3,12.1,3083.0,3.0,1.0,2.0,-37.69669,145.04515,10175.0,680000.0,177.43548915831056,100,1171,1105,False,False,False,False,False,True,False,False,False,False,False,True,False
5316,3,12.1,3083.0,3.0,1.0,2.0,-37.69282,145.04387,10175.0,670000.0,178.5571932008987,100,1856,1105,False,False,False,False,False,True,False,False,False,False,False,False,False
5317,3,12.1,3083.0,3.0,1.0,2.0,-37.70861,145.05691,10175.0,814000.0,174.68277666970081,100,1856,1105,False,False,False,False,False,True,False,False,False,False,False,False,False
5318,3,12.1,3083.0,3.0,1.0,1.0,-37.70603,145.05423,10175.0,715000.0,175.26488968758537,100,275,1105,False,False,True,False,False,True,False,False,False,False,False,False,True
5322,3,14.7,3151.0,3.0,2.0,2.0,-37.85793,145.13925,4048.0,930000.0,136.33976351836378,34,472,356,False,False,False,False,False,False,False,False,False,False,False,True,False
5326,3,7.7,3124.0,3.0,2.0,2.0,-37.83641,145.07594,8920.0,1455000.0,137.13660768664306,198,968,1906,False,False,False,False,False,False,False,False,True,False,False,False,False
5327,4,7.7,3124.0,4.0,2.0,2.0,-37.84612,145.09485,8920.0,1850000.0,135.92075029143507,198,1947,1906,True,False,False,True,False,False,False,False,True,False,False,True,False
5328,3,7.7,3124.0,3.0,2.0,1.0,-37.84514,145.05953,8920.0,1600000.0,133.1091402191619,198,968,1906,True,False,False,False,False,False,False,False,True,False,False,False,False
5329,3,7.7,3124.0,3.0,1.0,2.0,-37.82731,145.06452,8920.0,950000.0,138.84243846250664,198,19,1906,False,True,False,True,False,False,False,False,True,False,False,False,False
5330,2,7.7,3124.0,2.0,1.0,1.0,-37.84197,145.09374,8920.0,692500.0,137.05086721215787,198,314,1906,False,True,False,False,False,False,False,False,True,False,False,False,False
5333,2,8.4,3126.0,2.0,1.0,1.0,-37.83201,145.08163,3265.0,615000.0,138.94444896792027,72,968,1906,False,True,False,False,False,False,False,False,True,False,False,False,False
