company_names,cars_names,engines,horsepower,total_speed,performance,cars_prices,fuel_types,seats,torque,engine_cc
Volkswagen,Arteon,2.0L Turbo I4,215.0,250.0,5.6,46000.0,Petrol,5.0,350.0,1984.0
Volkswagen,Touareg,3.0L V6 Turbo Diesel / 4.0L V8,365.5,235.0,5.9,55000.0,"Diesel, Petrol",5.0,600.0,3461.0
Volkswagen,Scirocco,2.0L Turbo I4,202.5,233.0,6.0,35000.0,Petrol,4.0,350.0,1984.0
Volkswagen,Beetle,2.0L Turbo I4,157.5,205.0,7.0,20000.0,Petrol,4.0,240.0,1984.0
Volkswagen,Amarok,3.0L V6 Turbo Diesel,210.5,180.0,7.9,40000.0,Diesel,5.0,550.0,2967.0
Volkswagen,T-Roc,2.0L Turbo I4,207.5,205.0,7.2,30000.0,Petrol,5.0,320.0,1984.0
Volkswagen,Sharan,2.0L Turbo I4,185.0,200.0,9.3,33000.0,"Diesel, Petrol",7.0,280.0,1984.0
Volkswagen,Caddy,1.5L Turbo I4,126.0,185.0,10.5,28000.0,"Diesel, Petrol",7.0,250.0,1498.0
Volkswagen,Taigo,1.5L Turbo I4,122.5,183.0,10.0,24000.0,Petrol,5.0,200.0,1498.0
Volkswagen,Golf GTI,2.0L Turbo I4,245.0,250.0,5.9,31965.0,Petrol,5.0,350.0,1984.0
Volkswagen,Golf R,2.0L Turbo I4,315.0,250.0,4.6,44640.0,Petrol,5.0,420.0,1984.0
Volkswagen,Passat Alltrack,2.0L Turbo Diesel I4,215.0,220.0,7.8,36000.0,Diesel,5.0,400.0,1968.0
Volkswagen,Polo GTI,2.0L Turbo I4,204.0,238.0,6.7,28000.0,Petrol,5.0,320.0,1984.0
Volkswagen,Up! GTI,1.0L Turbo I3,115.0,196.0,8.8,20000.0,Petrol,4.0,200.0,999.0
Volkswagen,T-Cross,1.0L Turbo I3 / 1.5L Turbo I4,122.5,200.0,10.2,25000.0,Petrol,5.0,250.0,1248.0
Volkswagen,Touareg R,Plug-in Hybrid V6,462.0,250.0,5.1,70000.0,Hybrid,5.0,700.0,2995.0
Volkswagen,Multivan,Plug-in Hybrid / Diesel I4,184.0,190.0,9.4,50000.0,"Hybrid, Petrol",7.0,350.0,1681.0
Volkswagen,Polo BlueMotion,1.2L Diesel I3,85.0,190.0,10.5,22000.0,Diesel,5.0,250.0,1199.0
Volkswagen,Golf Sportsvan,1.5L Turbo I4,140.0,210.0,8.9,30000.0,Petrol,5.0,250.0,1498.0
Volkswagen,Golf Alltrack,2.0L Turbo Diesel I4,173.5,210.0,7.1,35000.0,Petrol,5.0,350.0,1968.0
Volkswagen,Scirocco R,2.0L Turbo I4,280.0,250.0,5.5,40000.0,Petrol,4.0,350.0,1984.0
Volkswagen,Tiguan Allspace,2.0L Turbo I4,207.0,215.0,7.6,35000.0,Petrol,7.0,320.0,1984.0
Volkswagen,Arteon 4MOTION,2.0L Turbo I4,255.0,250.0,5.6,48000.0,Petrol,5.0,350.0,1984.0
Volkswagen,Golf Variant,1.5L Turbo I4 / 2.0L Diesel I4,140.0,220.0,7.5,32000.0,Petrol,5.0,320.0,1733.0
Volkswagen,Corrado,2.9L VR6,190.0,235.0,6.4,25000.0,Petrol,4.0,245.0,2861.0
Volkswagen,Phaeton,3.0L V6 Diesel / 6.0L W12 Gas,345.0,250.0,6.1,85000.0,Petrol,5.0,560.0,4482.0
Volkswagen,Golf Cabriolet,1.2L I4 Turbo / 2.0L I4 Turbo,157.5,217.0,8.4,30000.0,Petrol,4.0,200.0,1590.0
Volkswagen,Polo Vivo,1.4L I4 Gas / 1.6L I4 Gas,95.0,170.0,10.8,14000.0,Petrol,5.0,132.0,1494.0
Volkswagen,Vento,1.6L I4 Gas / Diesel,107.5,186.0,11.7,18000.0,Petrol,5.0,153.0,1598.0
Volkswagen,Bora,1.6L I4 Gas / 1.9L I4 Diesel,125.0,200.0,9.4,20000.0,Petrol,5.0,220.0,1747.0
Volkswagen,Teramont,2.0L I4 Turbo / 3.6L V6 Gas,255.5,190.0,8.6,32000.0,Petrol,7.0,350.0,2790.0
Volkswagen,Taos,1.5L I4 Turbo,158.0,193.0,8.4,24000.0,Petrol,5.0,250.0,1498.0
Volkswagen,T-Roc Cabriolet,1.0L I3 Turbo / 1.5L I4 Turbo,132.5,205.0,9.6,35000.0,Petrol,4.0,250.0,1248.0
Volkswagen,Passat CC,2.0L I4 Turbo,240.0,240.0,7.3,40000.0,Petrol,5.0,280.0,1984.0
Volkswagen,Amarok V6,3.0L V6 Turbo Diesel,231.0,191.0,7.9,45000.0,Diesel,5.0,580.0,2967.0
Volkswagen,Polo TDI,1.4L I4 Diesel / 1.6L Diesel,90.0,190.0,9.9,20000.0,Diesel,5.0,250.0,1494.0
Volkswagen,Golf GTE,Plug-in Hybrid (1.4L I4 Turbo),204.0,222.0,7.6,40000.0,Hybrid,5.0,350.0,1395.0
Volkswagen,Beetle Dune,1.4L I4 Turbo,150.0,200.0,7.5,30000.0,Petrol,4.0,250.0,1395.0
Volkswagen,Passat B8,1.5L I4 Turbo / 2.0L Diesel,215.0,210.0,8.7,28000.0,Petrol,5.0,250.0,1733.0
Volkswagen,Golf Cabriolet,1.2L I4 Turbo / 2.0L I4 Turbo,157.5,217.0,8.4,30000.0,Petrol,4.0,200.0,1590.0
Volkswagen,Golf Country,1.8L I4 Gas,98.0,165.0,12.0,25000.0,Petrol,5.0,170.0,1781.0
Volkswagen,Jetta GLI,2.0L I4 Turbo,228.0,250.0,6.5,31000.0,Petrol,5.0,350.0,1984.0
Volkswagen,Arteon Shooting Brake,2.0L I4 Turbo,235.0,250.0,5.6,50000.0,Petrol,5.0,420.0,1984.0
Volkswagen,T-Cross R-Line,1.0L I3 Turbo / 1.5L I4 Turbo,132.5,200.0,8.5,27000.0,Petrol,5.0,250.0,1248.0
Volkswagen,Golf R32,3.2L VR6,240.0,250.0,6.2,40000.0,Petrol,5.0,320.0,3189.0
Volkswagen,Passat B7,1.6L Diesel / 2.0L I4 Turbo,180.0,220.0,8.5,26000.0,Petrol,5.0,280.0,1791.0
Volkswagen,Scirocco 16V,1.8L I4 Gas,137.0,220.0,7.1,35000.0,Petrol,4.0,230.0,1781.0
Volkswagen,Polo BlueMotion,1.2L Diesel I3,85.0,190.0,10.5,20000.0,Diesel,5.0,210.0,1199.0
Volkswagen,Golf Variant GTD,2.0L Diesel I4,184.0,230.0,7.5,38000.0,Diesel,5.0,380.0,1968.0
Volkswagen,Polo GTI R5,1.6L Turbocharged Rally Engine,272.0,200.0,4.1,45000.0,Petrol,5.0,400.0,1598.0
Volkswagen,Jetta Hybrid,1.4L I4 Turbo + Electric Motor,170.0,210.0,8.6,28000.0,Hybrid,5.0,250.0,1395.0
Volkswagen,Golf Variant Alltrack,2.0L Diesel I4,175.0,220.0,7.8,35000.0,Petrol,5.0,320.0,1968.0
Volkswagen,Volkswagen XL1,Plug-in Hybrid (0.8L I2 Diesel),68.0,160.0,11.9,150000.0,Hybrid,2.0,140.0,800.0
Volkswagen,Golf TDI,2.0L Diesel I4,167.0,220.0,8.0,28000.0,Diesel,5.0,350.0,1968.0
Volkswagen,Passat Variant,1.5L I4 Turbo / 2.0L Diesel,195.0,220.0,8.5,30000.0,Petrol,5.0,280.0,1733.0
Volkswagen,Polo GTI Clubsport,2.0L I4 Turbo,300.0,240.0,6.7,30000.0,Petrol,5.0,320.0,1984.0
Volkswagen,Jetta Hybrid,1.4L I4 Turbo + Electric Motor,170.0,210.0,8.6,28000.0,Hybrid,5.0,250.0,1395.0
Volkswagen,Arteon R-Line,2.0L I4 Turbo,235.0,250.0,5.6,50000.0,Petrol,5.0,420.0,1984.0
Volkswagen,Golf TGI,1.5L I4 CNG,130.0,220.0,8.8,30000.0,Petrol,5.0,200.0,1498.0
Volkswagen,Scirocco GTS,2.0L I4 Turbo,220.0,246.0,6.5,35000.0,Petrol,4.0,350.0,1984.0
Volkswagen,Caddy Maxi,2.0L Diesel I4,136.0,180.0,12.0,25000.0,Diesel,7.0,250.0,1968.0
Volkswagen,Polo Beats,1.0L I3 Turbo,95.0,187.0,9.5,22000.0,Petrol,5.0,175.0,999.0
Volkswagen,Passat Hybrid,1.4L I4 Turbo + Electric Motor,215.0,210.0,7.4,32000.0,Hybrid,5.0,330.0,1395.0
Volkswagen,Golf TCR,2.0L I4 Turbo,290.0,250.0,5.6,40000.0,Petrol,5.0,370.0,1984.0
Volkswagen,Tiguan R-Line,2.0L I4 Turbo,210.0,250.0,4.9,45000.0,Petrol,5.0,420.0,1984.0
Volkswagen,Sharan Business,2.0L Diesel I4,167.0,200.0,8.3,35000.0,Diesel,7.0,350.0,1968.0
Volkswagen,Arteon 280 TSI,2.0L I4 Turbo,280.0,250.0,5.6,50000.0,Petrol,5.0,350.0,1984.0
Volkswagen,Jetta GLI 35th,2.0L I4 Turbo,228.0,250.0,6.5,31000.0,Petrol,5.0,350.0,1984.0
Volkswagen,Beetle Final Edition,2.0L I4 Turbo,174.0,205.0,7.0,25000.0,Petrol,4.0,250.0,1984.0
Volkswagen,Golf Variant TDI,2.0L Diesel I4,167.0,220.0,7.8,30000.0,Diesel,5.0,350.0,1968.0
Volkswagen,Golf 4MOTION,2.0L Diesel I4,167.0,250.0,4.9,40000.0,Petrol,5.0,400.0,1968.0
Volkswagen,Jetta SportWagen,1.4L I4 Turbo / 2.0L Diesel I4,148.5,200.0,8.5,27000.0,Petrol,5.0,250.0,1681.0
Volkswagen,Polo GTI Plus,2.0L I4 Turbo,207.0,237.0,6.7,30000.0,Petrol,5.0,320.0,1984.0
Volkswagen,Touareg V6,3.0L V6 Turbo Diesel / Gasoline,285.5,235.0,7.5,60000.0,Petrol,5.0,450.0,2967.0
Volkswagen,Tiguan eHybrid,1.4L I4 Turbo + Electric Motor,245.0,200.0,7.5,42000.0,Hybrid,5.0,400.0,1395.0
Volkswagen,Amarok V8,4.0L V8 Turbo Diesel,325.0,210.0,7.4,70000.0,Diesel,5.0,580.0,3996.0
Volkswagen,Golf R Cabriolet,2.0L I4 Turbo,265.0,250.0,5.9,45000.0,Petrol,4.0,380.0,1984.0
Volkswagen,Passat Alltrack TDI,2.0L Diesel I4,190.0,220.0,8.0,40000.0,Diesel,5.0,400.0,1968.0
Nissan,Versa,1.6L Inline-4,122.0,180.0,10.4,16700.0,Petrol,5.0,154.0,1598.0
Nissan,Micra,1.0L Turbocharged Inline-3,100.0,175.0,10.8,15500.0,Petrol,5.0,160.0,999.0
Nissan,Patrol Platinum,5.6L V8,400.0,210.0,7.3,77000.0,Petrol,7.0,560.0,5552.0
Nissan,Qashqai,1.3L Turbocharged Inline-4,156.0,195.0,8.9,26000.0,Petrol,5.0,260.0,1332.0
Nissan,Murano,3.5L V6,260.0,210.0,7.5,39000.0,Petrol,5.0,325.0,3498.0
Nissan,Maxima Platinum,3.5L V6,300.0,220.0,6.2,45000.0,Petrol,5.0,353.0,3498.0
Nissan,Kicks,1.6L Inline-4,122.0,180.0,10.7,20000.0,Petrol,5.0,154.0,1598.0
Nissan,X-Trail,1.5L Turbocharged Inline-3,201.0,200.0,8.0,29000.0,Hybrid,5.0,305.0,1498.0
Nissan,Z (Fairlady Z),3.0L Twin-Turbo V6,400.0,250.0,4.5,40000.0,Petrol,2.0,475.0,2997.0
Nissan,Almera,1.0L Turbocharged Inline-3,100.0,185.0,10.7,14500.0,Petrol,5.0,160.0,999.0
Nissan,Sylphy,1.8L Inline-4,137.0,190.0,9.6,18000.0,Petrol,5.0,174.0,1798.0
Nissan,Note,1.2L Inline-3 Hybrid,109.0,170.0,11.5,16000.0,Hybrid,5.0,150.0,1198.0
Nissan,Sunny,1.6L Inline-4,118.0,180.0,11.0,15000.0,Petrol,5.0,156.0,1598.0
Nissan,Cube,1.8L Inline-4,122.0,175.0,10.6,14500.0,Petrol,5.0,171.0,1798.0
Nissan,Juke,1.0L Turbocharged Inline-3,117.0,180.0,10.4,25000.0,Petrol,5.0,180.0,999.0
Nissan,Xterra,4.0L V6,261.0,200.0,7.8,35000.0,Petrol,7.0,381.0,3954.0
Nissan,Patrol,5.6L V8,400.0,210.0,7.3,77000.0,Petrol,7.0,560.0,5552.0
Nissan,370Z Roadster,3.7L V6,332.0,250.0,5.5,41820.0,Petrol,2.0,366.0,3696.0
Nissan,Patrol Royale,5.6L V8,400.0,210.0,6.6,85000.0,Petrol,7.0,560.0,5552.0
Nissan,Infiniti QX80*,5.6L V8,400.0,210.0,6.5,70600.0,Petrol,7.0,560.0,5552.0
Nissan,Tiida,1.6L Inline-4,126.0,190.0,10.1,14500.0,Petrol,5.0,154.0,1598.0
Nissan,Pulsar,1.2L Turbocharged Inline-4,115.0,190.0,10.7,19000.0,Petrol,5.0,190.0,1197.0
Nissan,Latio,1.5L Inline-4,102.0,175.0,11.5,13000.0,Petrol,5.0,139.0,1498.0
Nissan,Bluebird Sylphy,2.0L Inline-4,133.0,185.0,10.5,18500.0,Petrol,5.0,191.0,1997.0
Nissan,Rogue Sport,2.0L Inline-4,141.0,190.0,9.8,24960.0,Petrol,5.0,199.0,1997.0
Nissan,X-Trail Hybrid,2.0L Inline-4 Hybrid,179.0,180.0,9.4,28500.0,Hybrid,5.0,207.0,1997.0
Nissan,Pathfinder Rock Creek,3.5L V6,284.0,190.0,7.4,42820.0,Petrol,7.0,351.0,3498.0
Nissan,370Z NISMO,3.7L V6,350.0,250.0,5.2,45790.0,Petrol,2.0,374.0,3696.0
Nissan,Patrol NISMO,5.6L V8,428.0,210.0,6.5,105000.0,Petrol,7.0,560.0,5552.0
Nissan,Infiniti Q60*,3.0L V6 Twin-Turbo,300.0,250.0,5.0,41750.0,Petrol,4.0,400.0,2997.0
Nissan,Primera,2.0L Inline-4,140.0,200.0,9.6,20000.0,Petrol,5.0,190.0,1998.0
Nissan,Skyline,3.0L V6 Twin-Turbo,400.0,250.0,5.0,50000.0,Petrol,5.0,475.0,2997.0
Nissan,Cedric,2.0L Inline-6,150.0,190.0,10.5,22000.0,Petrol,5.0,190.0,1998.0
Nissan,Gloria,2.5L V6,210.0,210.0,8.6,30000.0,Petrol,5.0,250.0,2498.0
Nissan,Stanza,1.8L Inline-4,120.0,175.0,11.0,18500.0,Petrol,5.0,170.0,1796.0
Nissan,Patrol Super Safari,4.8L Inline-6,280.0,190.0,8.2,55000.0,Petrol,7.0,451.0,4750.0
Nissan,Pathfinder Hybrid,2.5L Inline-4 Hybrid,250.0,190.0,7.7,42500.0,Hybrid,7.0,329.0,2488.0
Nissan,X-Terra Pro-4X,2.5L Inline-4,190.0,175.0,10.8,40000.0,Petrol,7.0,240.0,2498.0
Nissan,Rogue Platinum,1.5L Turbo Inline-3,201.0,180.0,8.2,38000.0,Petrol,5.0,300.0,1497.0
Nissan,Qashqai Tekna,1.3L Turbo Hybrid Inline-4,158.0,190.0,9.2,36000.0,Hybrid,5.0,270.0,1332.0
Nissan,Skyline NISMO,3.0L Twin-Turbo V6,420.0,270.0,4.7,55000.0,Petrol,5.0,475.0,2997.0
Nissan,Patrol Titanium,5.6L V8,428.0,210.0,6.5,98000.0,Petrol,7.0,560.0,5552.0
Nissan,Infiniti FX50*,5.0L V8,390.0,250.0,5.6,61750.0,Petrol,5.0,500.0,5026.0
Nissan,Avenir,2.0L Inline-4,140.0,180.0,9.8,20000.0,Petrol,5.0,186.0,1998.0
Nissan,Wingroad,1.8L Inline-4,125.0,175.0,10.8,18000.0,Petrol,5.0,168.0,1798.0
Nissan,Presea,1.8L Inline-4,115.0,170.0,11.5,17500.0,Petrol,5.0,161.0,1838.0
Nissan,Leopard,3.0L V6,210.0,200.0,8.4,32000.0,Petrol,5.0,265.0,2960.0
Nissan,Sunny NISMO Edition,1.6L Turbo Inline-4,190.0,200.0,7.5,24000.0,Petrol,5.0,240.0,1598.0
Nissan,Paladin,2.4L Inline-4,150.0,180.0,10.6,20000.0,Petrol,5.0,217.0,2438.0
Nissan,Hardbody SUV,2.5L Inline-4,158.0,175.0,11.0,18500.0,Petrol,5.0,225.0,2498.0
Nissan,Patrol Desert Edition,5.6L V8,428.0,210.0,6.5,95000.0,Petrol,7.0,560.0,5552.0
Nissan,Pathfinder Armada,5.6L V8,400.0,200.0,6.5,60000.0,Petrol,7.0,560.0,5552.0
Nissan,Rogue Midnight Edition,1.5L Turbo Inline-3,201.0,180.0,8.2,39000.0,Petrol,5.0,300.0,1497.0
Nissan,Fairlady Z Heritage,3.0L Twin-Turbo V6,400.0,250.0,4.2,48000.0,Petrol,2.0,475.0,2997.0
Nissan,Skyline GT-R R34,2.6L Twin-Turbo Inline-6,276.0,250.0,5.6,70000.0,Petrol,4.0,392.0,2568.0
Nissan,Infiniti QX55*,2.0L VC-Turbo Inline-4,268.0,230.0,6.5,50000.0,Petrol,5.0,380.0,1997.0
Nissan,Navara,2.3L Inline-4 Diesel,190.0,180.0,10.2,32000.0,Diesel,5.0,450.0,2298.0
Nissan,Titan XD,5.6L V8,400.0,195.0,6.9,55000.0,Petrol,6.0,560.0,5552.0
Nissan,Silvia,2.0L Turbo Inline-4,247.0,235.0,5.9,45000.0,Petrol,4.0,275.0,1998.0
Nissan,NX Coupe,2.0L Inline-4,140.0,200.0,9.0,22000.0,Petrol,4.0,180.0,1998.0
Nissan,Patrol Super Safari Y61,4.8L Inline-6,280.0,190.0,8.2,58000.0,Petrol,7.0,451.0,4750.0
Nissan,Pathfinder Rock Creek Edition,3.5L V6,284.0,195.0,7.2,44000.0,Petrol,7.0,351.0,3498.0
Nissan,Murano CrossCabriolet,3.5L V6,260.0,195.0,7.6,47000.0,Petrol,4.0,325.0,3498.0
Nissan,X-Trail Tekna,1.5L Turbo Hybrid,204.0,190.0,8.0,43000.0,Hybrid,5.0,305.0,1497.0
Nissan,Skyline 400R,3.0L Twin-Turbo V6,400.0,250.0,4.5,70000.0,Petrol,5.0,475.0,2997.0
Nissan,Infiniti G37*,3.7L V6,328.0,250.0,5.5,42000.0,Petrol,5.0,365.0,3696.0
Nissan,Patrol Black Edition,5.6L V8,400.0,200.0,6.5,85000.0,Petrol,7.0,560.0,5552.0
Nissan,Datsun 510 (Classic),1.6L Inline-4,96.0,175.0,10.2,25000.0,Petrol,4.0,135.0,1595.0
Nissan,200SX,2.0L Turbo Inline-4,200.0,240.0,7.2,30000.0,Petrol,4.0,265.0,1998.0
Nissan,300ZX,3.0L Twin-Turbo V6,300.0,250.0,5.9,50000.0,Petrol,4.0,384.0,2960.0
Nissan,Hardbody Truck,2.4L Inline-4,134.0,160.0,10.6,25000.0,Petrol,5.0,206.0,2389.0
Nissan,Bluebird Z,2.0L Inline-4,140.0,190.0,11.0,23000.0,Petrol,5.0,180.0,1998.0
Nissan,Stanza Wagon,2.4L Inline-4,138.0,160.0,12.0,22000.0,Petrol,7.0,205.0,2389.0
Nissan,180SX,2.0L Turbo Inline-4,205.0,240.0,6.8,35000.0,Petrol,4.0,275.0,1998.0
Nissan,Sunny California,1.6L Inline-4,110.0,170.0,11.0,18000.0,Petrol,5.0,140.0,1597.0
Nissan,Patrol Warrior,5.6L V8,428.0,205.0,6.3,95000.0,Petrol,7.0,580.0,5552.0
Nissan,Pathfinder Armada Platinum,5.6L V8,400.0,190.0,6.8,70000.0,Petrol,7.0,560.0,5552.0
Nissan,Rogue Sport SL,2.0L Inline-4,141.0,190.0,9.0,32000.0,Petrol,5.0,195.0,1998.0
Nissan,X-Trail Platinum Edition,1.5L Turbo Hybrid,204.0,190.0,8.0,46000.0,Hybrid,5.0,305.0,1497.0
Nissan,Qashqai e-Power,1.5L Hybrid,187.0,200.0,7.5,40000.0,Hybrid,5.0,330.0,1497.0
Nissan,Infiniti M45*,4.5L V8,325.0,250.0,5.8,50000.0,Petrol,5.0,451.0,4494.0
Nissan,Skyline 50th Anniversary,3.0L Twin-Turbo V6,400.0,250.0,4.5,75000.0,Petrol,5.0,475.0,2997.0
Nissan,Patrol Legend Edition,5.6L V8,428.0,205.0,6.3,95000.0,Petrol,7.0,580.0,5552.0
Nissan,Datsun 240Z (Classic),2.4L Inline-6,151.0,210.0,8.0,45000.0,Petrol,2.0,198.0,2393.0
Nissan,100NX,1.6L Inline-4,110.0,185.0,9.6,18000.0,Petrol,4.0,135.0,1597.0
Nissan,Cedric Special Edition,3.0L V6,250.0,225.0,8.5,60000.0,Petrol,5.0,330.0,2960.0
Nissan,300ZX Turbo,3.0L Twin-Turbo V6,300.0,250.0,5.9,55000.0,Petrol,4.0,384.0,2960.0
Nissan,Silvia S15 Spec-R,2.0L Turbo Inline-4,250.0,240.0,5.6,35000.0,Petrol,4.0,300.0,1998.0
Nissan,Titan Warrior,5.6L V8,400.0,180.0,7.0,55000.0,Petrol,5.0,560.0,5552.0
Nissan,Serena e-Power,1.2L Hybrid,134.0,160.0,12.0,35000.0,Hybrid,7.0,320.0,1198.0
Nissan,Elgrand,3.5L V6,280.0,200.0,8.5,50000.0,Petrol,7.0,344.0,3498.0
Nissan,Datsun 510,1.6L Inline-4,96.0,175.0,10.2,25000.0,Petrol,4.0,135.0,1595.0
Nissan,Prairie,2.0L Inline-4,120.0,175.0,11.0,18000.0,Petrol,5.0,170.0,1998.0
Nissan,Pulsar GTI-R,2.0L Turbo Inline-4,230.0,225.0,6.0,30000.0,Petrol,5.0,280.0,1998.0
Nissan,Lucino,1.6L Inline-4,115.0,185.0,10.5,12000.0,Petrol,5.0,150.0,1597.0
Nissan,Patrol Y60,4.2L Inline-6,155.0,160.0,12.0,45000.0,Diesel,7.0,330.0,4169.0
Nissan,X-Trail GT,2.0L Turbo Inline-4,280.0,215.0,6.4,38000.0,Petrol,5.0,310.0,1998.0
Nissan,Terrano Regulus,3.3L V6,170.0,175.0,10.0,28000.0,Petrol,5.0,290.0,3275.0
Nissan,President,4.5L V8,280.0,210.0,7.5,70000.0,Petrol,5.0,400.0,4494.0
Nissan,Cima,4.1L V8,270.0,210.0,8.0,60000.0,Petrol,5.0,390.0,4130.0
Nissan,Leopard J. Ferie,3.0L V6 Turbo,255.0,215.0,6.5,45000.0,Petrol,5.0,340.0,2960.0
Nissan,Gloria Gran Turismo,3.0L V6 Turbo,255.0,220.0,6.5,50000.0,Petrol,5.0,340.0,2960.0
Nissan,Infiniti Q45*,4.5L V8,340.0,240.0,6.2,50000.0,Petrol,5.0,450.0,4494.0
Nissan,Datsun 240Z,2.4L Inline-6,151.0,210.0,8.0,45000.0,Petrol,2.0,198.0,2393.0
Nissan,280ZX,2.8L Inline-6,145.0,205.0,9.5,35000.0,Petrol,2.0,210.0,2753.0
Nissan,Silvia S13,1.8L Turbo Inline-4,175.0,215.0,6.8,20000.0,Petrol,4.0,230.0,1809.0
Nissan,200SX,2.0L Turbo Inline-4,200.0,225.0,7.0,25000.0,Petrol,4.0,260.0,1998.0
Nissan,NX Coupe,1.8L Inline-4,140.0,200.0,9.0,18000.0,Petrol,4.0,180.0,1839.0
Nissan,NV2500,4.0L V6,261.0,160.0,10.0,36000.0,Petrol,2.0,385.0,3954.0
Nissan,NV3500,5.6L V8,375.0,170.0,9.0,42000.0,Petrol,2.0,525.0,5552.0
Porsche,Panamera,2.9L V6 Twin Turbo,330.0,270.0,5.6,88000.0,Petrol,4.0,450.0,2894.0
Porsche,Panamera 4,2.9L V6 Twin Turbo,330.0,270.0,5.4,92000.0,Petrol,4.0,450.0,2894.0
Porsche,Panamera 4S,2.9L V6 Twin Turbo,440.0,289.0,4.4,105000.0,Petrol,4.0,550.0,2894.0
Porsche,Panamera GTS,4.0L V8 Twin Turbo,473.0,300.0,3.9,130000.0,Petrol,4.0,620.0,3996.0
Porsche,Panamera Platinum Edition,2.9L V6 Twin Turbo,330.0,270.0,5.4,102000.0,Petrol,4.0,450.0,2894.0
Porsche,Panamera 4 Executive,2.9L V6 Twin Turbo,330.0,270.0,5.6,95000.0,Petrol,4.0,450.0,2894.0
Porsche,Cayenne,3.0L V6 Turbo,335.0,245.0,5.9,80000.0,Petrol,5.0,450.0,2995.0
Porsche,Cayenne Coupe,3.0L V6 Turbo,335.0,245.0,6.0,85000.0,Petrol,5.0,450.0,2995.0
Porsche,Cayenne S,2.9L V6 Twin Turbo,434.0,265.0,5.0,95000.0,Petrol,5.0,550.0,2894.0
Porsche,Cayenne GTS,4.0L V8 Twin Turbo,453.0,270.0,4.5,110000.0,Petrol,5.0,620.0,3996.0
Porsche,Macan,2.0L I4 Turbo,261.0,232.0,6.2,60000.0,Petrol,5.0,400.0,1984.0
Porsche,Macan S,2.9L V6 Twin Turbo,375.0,259.0,4.8,75000.0,Petrol,5.0,520.0,2894.0
Porsche,Macan GTS,2.9L V6 Twin Turbo,434.0,272.0,4.5,85000.0,Petrol,5.0,550.0,2894.0
Porsche,Macan T,2.0L I4 Turbo,261.0,232.0,6.2,65000.0,Petrol,5.0,400.0,1984.0
Porsche,911 Carrera,3.0L Flat-6 Twin Turbo,379.0,293.0,4.2,110000.0,Petrol,4.0,450.0,2981.0
Porsche,911 Carrera 4,3.0L Twin-Turbo Flat-6,379.0,293.0,4.2,106500.0,Petrol,4.0,450.0,2981.0
Porsche,911 Targa 4,3.0L Twin-Turbo Flat-6,379.0,289.0,4.4,121300.0,Petrol,4.0,450.0,2981.0
Porsche,718 Cayman,2.0L Turbocharged Flat-4,300.0,275.0,4.9,63400.0,Petrol,2.0,380.0,1988.0
Porsche,718 Cayman S,2.5L Turbocharged Flat-4,350.0,285.0,4.4,75400.0,Petrol,2.0,420.0,2497.0
Porsche,718 Boxster,2.0L Turbo Flat-4,300.0,275.0,4.9,65500.0,Petrol,2.0,380.0,1988.0
Porsche,718 Boxster T,2.0L Turbo Flat-4,300.0,275.0,4.7,69600.0,Petrol,2.0,380.0,1988.0
Porsche,718 Boxster GTS,4.0L Naturally Aspirated Flat-6,394.0,293.0,4.3,90300.0,Petrol,2.0,430.0,3995.0
Porsche,Panamera Base,2.9L Twin-Turbo V6,325.0,265.0,5.6,92300.0,Petrol,4.0,450.0,2894.0
Porsche,Panamera 4 E-Hybrid,2.9L Twin-Turbo V6 + Electric Motor,462.0,280.0,4.4,113300.0,Hybrid,4.0,700.0,2894.0
Porsche,Panamera 4 Sport Turismo,2.9L Twin-Turbo V6,325.0,265.0,5.5,101400.0,Petrol,4.0,450.0,2894.0
Porsche,Panamera Platinum Edition,2.9L Twin-Turbo V6,325.0,265.0,5.6,98300.0,Petrol,4.0,450.0,2894.0
Porsche,Panamera GTS Sport Turismo,4.0L Twin-Turbo V8,473.0,300.0,3.9,136900.0,Petrol,4.0,620.0,3996.0
Porsche,Panamera 4S ,2.9L Twin-Turbo V6,443.0,289.0,4.1,105000.0,Petrol,4.0,550.0,2894.0
Porsche,Macan Base,2.0L Turbo Inline-4,265.0,232.0,6.4,58000.0,Petrol,5.0,400.0,1984.0
Porsche,Macan T,2.0L Turbo Inline-4,265.0,233.0,6.2,63000.0,Petrol,5.0,400.0,1984.0
Porsche,Macan S,2.9L Twin-Turbo V6,375.0,259.0,4.6,70400.0,Petrol,5.0,520.0,2894.0
Porsche,Macan GTS,2.9L Twin-Turbo V6,434.0,272.0,4.3,82900.0,Petrol,5.0,550.0,2894.0
Porsche,Cayenne Base,3.0L Turbocharged V6,335.0,245.0,5.9,72200.0,Petrol,5.0,450.0,2995.0
Porsche,Cayenne E-Hybrid,3.0L V6 + Electric Motor,455.0,253.0,4.8,91000.0,Hybrid,5.0,700.0,2995.0
Porsche,Cayenne S Coupe,2.9L Twin-Turbo V6,434.0,263.0,4.7,94300.0,Petrol,4.0,550.0,2894.0
Porsche,Cayenne Platinum Edition,3.0L Turbocharged V6,335.0,245.0,5.8,79000.0,Petrol,5.0,450.0,2995.0
Porsche,Cayenne GTS Coupe,4.0L Twin-Turbo V8,453.0,270.0,4.5,111200.0,Petrol,4.0,620.0,3996.0
